dt(s),x(m/s^2) raw,y(m/s^2) raw,z(m/s^2) raw,x(g) filtered,y(g) filtered,z(g) filtered,sma(g),svm(g),ta(º)
0.02,-0.9828519,9.549755,1.8646071,-0.098758996,0.9755933,0.19060464,1.2796465,0.9989323357115937,77.59036
0.022,-0.9876375,9.568898,1.8885353,-0.098758996,0.9731737,0.19109266,1.2796465,0.9966628062772527,77.53613
0.022,-1.0067801,9.597013,1.8598214,-0.101199,0.97606105,0.19078767,1.2796465,0.9996681147988468,77.52363
0.022,-1.0163515,9.601799,1.8550358,-0.102337666,0.97783,0.19046234,1.2796465,1.0014491470009685,77.53157
0.013,-1.0019945,9.597013,1.8598214,-0.10282567,0.9787857,0.18948634,1.2796465,1.0022472877087092,77.57836
0.018,-0.9451649,9.620942,1.8550358,-0.100731336,0.979599,0.18932366,1.2796465,1.0027983099789732,77.65167
0.019,-0.9637093,9.606585,1.878964,-0.098942004,0.97976166,0.19013698,1.2796465,1.0029329506328644,77.65999
0.019,-0.9732806,9.58804,1.8454645,-0.09796599,0.97945666,0.189649,1.2796465,1.0024467238840247,77.705536
0.021,-0.9876375,9.568898,1.8502501,-0.09940966,0.97768766,0.18948632,1.2340822,1.0008299069431683,77.654755
0.022,-1.035494,9.606585,1.8454645,-0.10184967,0.97768766,0.18834765,1.2340822,1.000860303665536,77.646805
0.023,-1.0546366,9.644272,1.8598214,-0.104614995,0.979599,0.18883567,1.2340822,1.0031038853233738,77.57219
0.022,-1.0259227,9.635299,1.8215362,-0.10591633,0.98185605,0.18785965,1.2340822,1.0052615667860363,77.61196
0.01,-1.0019945,9.578469,1.8023937,-0.104777664,0.98090035,0.18639566,1.2340822,1.0039358506131026,77.702515
0.02,-1.0067801,9.5353985,1.8167506,-0.103151,0.97719973,0.18493168,1.2340822,0.99987957983333,77.77335
0.019,-1.0019945,9.5353985,1.8646071,-0.102337666,0.973804,0.18639566,1.2340822,0.9967500010465457,77.68218
0.02,-0.99720883,9.568898,1.8837496,-0.102175,0.97347873,0.18916099,1.2340822,0.9969365355280747,77.5462
0.019,-0.9924232,9.578469,1.8358932,-0.10168699,0.9749427,0.18981166,1.2340822,0.9984397571637795,77.545166
0.02,-0.97806627,9.620942,1.7880367,-0.10087367,0.97785044,0.18720901,1.2340822,1.0007068444506446,77.73077
0.019,-0.9924232,9.620942,1.7880367,-0.100710995,0.97961944,0.18395567,1.2340822,1.0018166732686338,77.91638
0.019,-1.0019945,9.58804,1.8215362,-0.10103633,0.9799447,0.18346767,1.2340822,1.0020780177426203,77.93543
0.02,-0.9876375,9.583255,1.8598214,-0.10136167,0.9786637,0.18590766,1.2340822,1.0013083696463188,77.791626
0.02,-0.9828519,9.573684,1.8933209,-0.10103633,0.9770573,0.18948632,1.2340822,1.0003770951866995,77.60448
0.019,-0.99720883,9.54497,1.878964,-0.10087367,0.9755933,0.19143833,1.2340822,0.9993029946910894,77.49415
0.019,-1.0019945,9.573684,1.8406788,-0.10136167,0.97526807,0.19078766,1.2340822,0.9989103658323458,77.50953
0.02,-1.0019945,9.573684,1.8311075,-0.102012336,0.97526807,0.18867297,1.2340822,0.9985748888060512,77.596725
0.019,-1.0115658,9.582657,1.8598214,-0.10250034,0.97654897,0.18802233,1.2340822,0.9997532731216081,77.63147
0.02,-1.0307083,9.57787,1.8981066,-0.10347634,0.9766913,0.18997435,1.2340822,1.0003616914607503,77.51119
0.022,-1.035494,9.568898,1.8741783,-0.104614995,0.97652864,0.19143833,1.2340822,1.00060038274623,77.40684
0.017,-1.0779666,9.57787,1.8837496,-0.106872,0.97636604,0.19225167,1.2356118,1.0008361394617196,77.304146
0.02,-1.1395818,9.57787,1.8981066,-0.110572666,0.97636604,0.19225167,1.2356118,1.0012380676752985,77.20245
0.019,-1.1353943,9.573085,1.9124635,-0.113968335,0.9765083,0.19355302,1.2356118,1.002008008481858,77.046295
0.02,-1.1210374,9.582657,1.9172492,-0.11543233,0.976671,0.19469166,1.2356118,1.0025545713081139,76.95231
0.019,-1.1306087,9.573085,1.9220347,-0.11512733,0.9765083,0.19550501,1.2356118,1.0025193308348421,76.91985
0.02,-1.1587243,9.573085,1.9268204,-0.115920335,0.9765083,0.19599299,1.2356118,1.002705976118206,76.87403
0.019,-1.1778669,9.563514,1.96032,-0.117852,0.97585756,0.197457,1.2356118,1.0025848247893607,76.74062
0.019,-1.1730813,9.549157,1.9507487,-0.119295664,0.9750443,0.198433,1.2356118,1.0021569320079797,76.64208
0.02,-1.0827522,9.530613,1.9986051,-0.11671334,0.9736007,0.20087302,1.2356118,1.0009346967966284,76.579185
0.02,-0.9828519,9.554541,2.0458634,-0.110084675,0.9732957,0.20378067,1.2356118,1.0004747338450675,76.614365
0.02,-0.8356933,9.592228,2.0410776,-0.09861667,0.97475964,0.206851,1.2356118,1.0013335797846357,76.770584
0.019,-0.7070791,9.620942,1.9932213,-0.08584734,0.97783,0.206668,1.2356118,1.0031116212455748,77.10917
0.019,-0.7262217,9.592826,1.9980069,-0.077124335,0.9791314,0.20504133,1.2356118,1.003338632418455,77.388626
0.019,-0.8500503,9.525827,2.050649,-0.07761234,0.97687435,0.20536667,1.2356118,1.0012405523171044,77.33381
0.02,-0.9828519,9.549755,2.0075781,-0.086986005,0.97445464,0.20585465,1.2356118,0.9997522452359833,77.083336
0.019,-1.0875379,9.616156,1.9555343,-0.099267334,0.9752477,0.20441099,1.2356118,1.0013720057772082,76.88373
0.019,-1.1114662,9.558728,1.9890338,-0.10815301,0.976366,0.20231669,1.2356118,1.0029554568737649,76.77746
0.02,-1.0019945,9.483355,2.0458634,-0.10880367,0.974109,0.203618,1.2356118,1.0010928339134644,76.66688
0.02,-0.81655073,9.51147,2.0751755,-0.09959266,0.9705507,0.20768468,1.2356118,0.9975070513129434,76.649666
0.019,-0.71665037,9.564112,2.103291,-0.08617267,0.97073364,0.21156834,1.2356118,0.9972515714095893,76.75746
0.02,-0.6837491,9.554541,2.1224337,-0.07535533,0.97315335,0.21417099,1.2413945,0.999287289757099,76.86757
0.02,-0.65024954,9.52164,2.1128623,-0.06970266,0.973499,0.215452,1.2413945,0.9994890338690419,76.905266
0.019,-0.6017949,9.483355,2.1080768,-0.06579867,0.97075397,0.21561466,1.2413945,0.9965853767702433,76.92637
0.02,-0.7070791,9.464211,2.0985055,-0.06659167,0.9676836,0.21480133,1.2413945,0.9934715074576628,76.91689
0.019,-0.8452646,9.530613,2.094318,-0.073220335,0.96798867,0.21417099,1.2413945,0.9940988363465296,76.83921
0.02,-0.9882358,9.6682,2.079961,-0.086355664,0.9742717,0.21321534,1.2413945,1.0010611641197475,76.715
0.019,-1.0313065,9.767502,2.0757737,-0.097376324,0.9845807,0.21244268,1.2413945,1.0119353672641018,76.6476
0.019,-1.0163515,9.634701,2.0602202,-0.10319167,0.98811865,0.21128368,1.2413945,1.0157104797116232,76.61464
0.019,-0.9924232,9.483355,2.0554347,-0.103334,0.98183566,0.21045001,1.2413945,1.009439642503135,76.56996
0.02,-0.93978107,9.431311,2.0075781,-0.100223005,0.9704084,0.20813198,1.2413945,0.9975249357497398,76.60999
0.021,-0.9206385,9.426525,1.9932213,-0.096969664,0.96333236,0.20585465,1.2413945,0.9898426545113533,76.70969
0.018,-1.0019945,9.4737835,2.012364,-0.09729501,0.96300703,0.20439069,1.2413945,0.9892544759092461,76.77209
0.021,-1.1300105,9.506684,2.036292,-0.103760995,0.965569,0.20536667,1.2413945,0.9926053318091815,76.596664
0.018,-1.1970096,9.530014,2.0656042,-0.11315501,0.96908665,0.20782702,1.2413945,0.9975595491123682,76.27786
0.019,-1.2209377,9.592228,1.96032,-0.120597005,0.9731126,0.20605801,1.2413945,1.0019738722980513,76.21475
