dt(s),x(m/s^2) raw,y(m/s^2) raw,z(m/s^2) raw,x(g) filtered,y(g) filtered,z(g) filtered,sma(g),svm(g),ta(º)
0.024,-0.7405786,9.635299,1.7730815,-0.071797,0.97900933,0.181292,1.1979173,0.998238882267517,78.73572
0.021,-0.7070791,9.631111,1.7970098,-0.07275266,0.9803107,0.18178,1.1979173,0.9996729179889318,78.70493
0.013,-0.69332033,9.635897,1.7252251,-0.072773,0.982405,0.17999066,1.1979173,1.0014050861457815,78.82111
0.02,-0.7118647,9.602397,1.7060826,-0.071797006,0.9812867,0.17771333,1.1979173,0.9998302035018306,78.94795
0.019,-0.7262217,9.62154,1.7443677,-0.072447665,0.9809613,0.175924,1.2025386,0.9992412300557617,79.02379
0.018,-0.73100734,9.640084,1.753939,-0.07372867,0.9811037,0.17690001,1.2025386,0.9996469568417922,78.947014
0.021,-0.74536425,9.631111,1.7252251,-0.07486734,0.9820797,0.17755067,1.2025386,1.0008046098581662,78.89927
0.021,-0.7501499,9.659226,1.6683956,-0.07568067,0.9833607,0.17496835,1.2025386,1.001668492209788,79.028755
0.022,-0.7501499,9.6783695,1.6917256,-0.07633134,0.984662,0.17285366,1.2025386,1.0026285999931317,79.136986
0.022,-0.7070791,9.592826,1.7443677,-0.07503,0.9833606,0.17350434,1.2025386,1.0013647202976914,79.11874
0.012,-0.7070791,9.58804,1.7156538,-0.073566,0.980941,0.17511065,1.2025386,0.9991601160595949,79.041664
0.022,-0.69332033,9.692726,1.7108682,-0.07163433,0.9814289,0.17576133,1.2025386,0.9996130495080633,79.0547
0.021,-0.6550352,9.711869,1.7252251,-0.06986534,0.98547536,0.17511065,1.2025386,1.003347693551835,79.16951
0.017,-0.62093747,9.668798,1.6677973,-0.066937335,0.9882204,0.17348401,1.2025386,1.0055629546794034,79.3435
0.023,-0.66400826,9.569496,1.6151553,-0.065941,0.9840317,0.17023067,1.2025386,1.0008221813665272,79.49009
0.016,-0.71665037,9.611969,1.6390835,-0.06803533,0.98063606,0.16730267,1.2025386,0.9971289139808325,79.5646
0.019,-0.7501499,9.640682,1.6773686,-0.07242733,0.97968036,0.167628,1.2025386,0.9965532966736034,79.44164
0.019,-0.8069794,9.616755,1.6157535,-0.077286996,0.9812867,0.16764833,1.2025386,0.9985002948986835,79.34572
0.018,-0.81655073,9.597611,1.6444674,-0.080682665,0.9807987,0.16783135,1.2025386,0.9983201816107433,79.24961
0.022,-0.75972116,9.673584,1.66361,-0.081007995,0.9819171,0.16736366,1.2025386,0.999366823450744,79.27734
0.019,-0.721436,9.650253,1.6295122,-0.07810033,0.9830556,0.16783135,1.2025386,1.000332604035932,79.33586
0.019,-0.6646065,9.645468,1.6103697,-0.07293567,0.98468226,0.16667233,1.2025386,1.0013483090217614,79.53199
0.02,-0.65024954,9.697512,1.6342978,-0.06921467,0.98549557,0.165676,1.2025386,1.001718882838585,79.67426
0.02,-0.698106,9.716655,1.634896,-0.06842167,0.9877526,0.165859,1.2025386,1.003915316926996,79.70493
0.019,-0.69332033,9.692726,1.6109679,-0.069397666,0.9893591,0.16587934,1.1939753,1.0055661996259173,79.69924
0.019,-0.6837491,9.659825,1.5774683,-0.07053634,0.98807806,0.16394767,1.1939753,1.0040679569769384,79.76105
0.02,-0.6693921,9.659825,1.5391831,-0.06956034,0.9861464,0.16069433,1.1939753,1.0015717710089806,79.93133
0.022,-0.7268199,9.773484,1.515255,-0.07069901,0.98889136,0.15744099,1.1939753,1.0038387036737104,80.10019
0.021,-0.8356933,9.77827,1.5535401,-0.07586367,0.99291736,0.15662766,1.1939753,1.008053768318482,80.05852
0.023,-0.8877372,9.673584,1.5966109,-0.08328533,0.993385,0.15857966,1.1939753,1.0094046501074503,79.7787
