dt(s),x(m/s^2) raw,y(m/s^2) raw,z(m/s^2) raw,x(g) filtered,y(g) filtered,z(g) filtered,sma(g),svm(g),ta(º)
0.018,-2.024328,9.449855,1.2233306,-0.19967334,0.9718316,0.12507033,1.2529023,0.9999843638974173,76.37223
0.019,-2.07697,9.492328,1.2472588,-0.20467533,0.967155,0.124907665,1.2624888,0.9964349807917703,76.075905
0.023,-2.062613,9.501899,1.2329018,-0.20951466,0.9668297,0.12588365,1.2624888,0.9972476072272284,75.81237
0.017,-2.0344975,9.516255,1.2143575,-0.20986032,0.96908665,0.12557866,1.2624888,0.9994700017764571,75.83632
0.043,-2.0297117,9.5348,1.2329018,-0.20825398,0.97053033,0.12509066,1.2624888,1.0004731463620407,75.94698
0.002,-2.1008983,9.510872,1.2765709,-0.20955533,0.9708354,0.12657501,1.2624888,1.001227255986754,75.846825
0.013,-2.115255,9.510872,1.2999009,-0.21230035,0.97065234,0.12948267,1.2624888,1.0019995846252971,75.63051
0.019,-2.091327,9.425926,1.2999009,-0.21439464,0.96695167,0.13176,1.2624888,0.9991602924463235,75.41256
0.02,-2.1337996,9.425926,1.2903296,-0.21551299,0.9640643,0.13222766,1.2624888,0.9966694425855674,75.30412
0.021,-2.167299,9.539586,1.262214,-0.217282,0.9650404,0.13094668,1.2624888,0.9978283648128703,75.27136
0.028,-2.1296122,9.59163,1.3196417,-0.21858333,0.9706728,0.13161767,1.2624888,1.0036471193268766,75.272446
0.013,-2.1577277,9.482158,1.3860425,-0.21939665,0.97258407,0.134871,1.2624888,1.006103796571874,75.16871
0.018,-2.2007985,9.420543,1.4482559,-0.22053532,0.9685376,0.14119466,1.2624888,1.003312961062078,74.87077
0.018,-2.2289143,9.415757,1.5822539,-0.22391064,0.9625597,0.15012099,1.2624888,0.9995966506846887,74.3544
0.022,-2.243271,9.349357,1.7108682,-0.22681832,0.95804566,0.161162,1.2624888,0.997632814528952,73.80521
0.026,-2.2624137,9.277572,1.8496519,-0.22891267,0.95318604,0.17480566,1.2624888,0.9957517983260413,73.18678
0.011,-2.2767708,9.372686,1.8496519,-0.23053932,0.95172197,0.18389468,1.2624888,0.996363554613728,72.78397
0.02,-2.2342982,9.391231,1.8927227,-0.23023434,0.9531453,0.190076,1.2624888,0.9988106654805704,72.60768
0.019,-2.243271,9.367901,1.9740787,-0.22958367,0.9562157,0.19430535,1.2624888,1.0024029393545313,72.53941
0.019,-2.091327,9.357731,2.1942184,-0.22328033,0.9557073,0.20601733,1.2624888,1.0028328423284392,72.365364
0.02,-1.948954,9.339187,2.289333,-0.21358132,0.9539383,0.21949834,1.2624888,1.0018955993082956,72.20079
0.019,-1.9914266,9.172886,2.379662,-0.20502101,0.9473097,0.23328434,1.293779,0.9969206654885999,71.848465
0.02,-1.8520447,8.650652,2.6608188,-0.19688766,0.92327565,0.24914433,1.293779,0.9763583215321914,71.01999
0.018,-1.3657036,8.286345,2.5591238,-0.17706268,0.887489,0.25831464,1.293779,0.9411240120093536,70.56332
0.022,-1.4333007,8.756535,2.3545375,-0.15809166,0.873337,0.25746068,1.293779,0.9241192793650174,70.91736
0.018,-1.4069797,9.801002,1.9782661,-0.14296366,0.912438,0.23426032,1.293779,0.9528166485040974,73.260056
0.02,-1.46022,10.18146,1.2717853,-0.14617634,0.976854,0.190503,1.293779,1.005933747347419,76.18983
0.022,-1.6498512,10.219746,0.8458628,-0.15353699,1.0265894,0.13922234,1.293779,1.0473023680340758,78.58594
0.017,-2.0590239,10.100702,0.56470615,-0.17570032,1.0367764,0.09117466,1.293779,1.0555040380408176,79.19084
0.02,-2.2301106,10.053444,0.30209386,-0.20186932,1.0324249,0.058214337,1.293779,1.0535850047775455,78.49756
0.019,-2.062613,9.707682,0.0526421,-0.21589933,1.0150195,0.031252332,1.293779,1.0381974228925435,77.870445
0.02,-1.9519451,9.347562,-0.029312078,-0.21225965,0.98941994,0.011061333,1.293779,1.0119922550119416,77.87598
0.02,-1.9286151,9.413364,0.21475583,-0.20201166,0.96766335,0.008092667,1.293779,0.988557816444273,78.19899
0.019,-1.7964116,9.598209,0.43429732,-0.19296332,0.96394235,0.021065334,1.293779,0.9832921448507513,78.6146
0.019,-1.4584254,9.716655,0.58683974,-0.17618835,0.97648805,0.04200867,1.293779,0.9931444920013118,79.49176
0.021,-1.0067801,9.703494,0.3379862,-0.14485468,0.98634964,0.046197336,1.293779,0.9979993431463274,81.23702
0.02,-0.59641105,9.61496,-0.116650105,-0.10406601,0.986919,0.027470334,1.293779,0.9927705866013768,83.77611
0.018,-0.30149564,9.605987,-0.20398813,-0.064741336,0.98315734,5.8966625E-4,1.293779,0.9852868298110208,86.23236
0.019,-0.07836494,9.705887,-0.20398813,-0.033184,0.9832387,-0.017832333,1.293779,0.9839601136744103,87.80587
0.02,0.13998012,9.900902,-0.20398813,-0.008153667,0.99295807,-0.020801,1.293779,0.9932093889932614,88.71107
0.018,0.18245272,9.886545,-0.17527425,0.008295999,1.0024943,-0.019825,1.293779,1.0027246612567684,88.77195
0.02,0.13519448,9.744172,-0.19501504,0.015554999,1.0037956,-0.01952,1.162521,1.0041058921735757,88.575645
0.02,0.14476576,9.74836,-0.15134603,0.015717667,0.9986107,-0.017730666,1.162521,0.9988917371088946,88.64081
0.02,0.08315059,9.74836,-0.19501504,0.012342333,0.9939137,-0.018401667,1.162521,0.994160659906429,88.72294
0.019,-0.12203395,9.939187,-0.3900301,0.0035989995,1.0005423,-0.025030335,1.162521,1.0008617939931592,88.552246
0.02,-0.4743771,10.161121,-0.38464624,-0.017446002,1.0145724,-0.032960337,1.162521,1.015257536313243,87.89496
0.019,-0.60777694,10.398011,-0.26919255,-0.040930998,1.0366544,-0.035481665,1.162521,1.0380686600711997,87.00883
0.02,-0.68494546,10.520643,0.09032906,-0.060064662,1.0564183,-0.019154001,1.162521,1.0582978140837775,86.58479
0.022,-0.7178468,10.250254,0.21415763,-0.06834033,1.059448,0.0011996664,1.162521,1.0616505605771742,86.30868
0.017,-0.465404,10.516456,-0.16331014,-0.063501,1.063474,0.004798667,1.162521,1.0653790305083004,86.57318
0.018,-1.3860425,11.445469,-0.07477571,-0.08733166,1.0949093,-8.133333E-4,1.162521,1.098386943766464,85.43948
0.02,-2.0727825,11.766108,0.22791636,-0.13338666,1.146434,-3.4566657E-4,1.162521,1.1541676308726019,83.363525
0.019,-2.4819553,11.897713,0.8925229,-0.20193033,1.1933837,0.035542667,1.162521,1.2108690182677828,80.25125
0.021,-2.7637103,12.210574,0.90807617,-0.248758,1.21939,0.06895033,1.162521,1.2464135546277773,78.04735
0.018,-3.07717,12.144772,0.19621146,-0.28289768,1.2322611,0.067872666,1.162521,1.2661378758981727,76.716255
0.021,-2.8642087,10.941181,-0.46061835,-0.29589066,1.199748,0.021878667,1.162521,1.2358904951046674,76.109436
0.018,-2.6464617,9.436694,-0.2961118,-0.2919053,1.1054624,-0.019052332,1.162521,1.1435116492226707,75.1782
0.02,-3.1345978,8.457432,0.6305088,-0.29385734,0.98012763,-0.0042903316,1.162521,1.0232403027215764,73.30881
0.019,-3.6532419,8.179864,1.9549361,-0.320677,0.88626903,0.077815674,1.162521,0.9457070498258731,69.57828
0.02,-3.5796626,8.904889,2.7738798,-0.352397,0.8681927,0.18216634,1.162521,0.954529587615854,65.443306
0.021,-3.1728828,9.692128,2.9940193,-0.35369834,0.9101606,0.26250333,1.162521,1.0111393741038786,64.17567
0.018,-2.8061829,9.664013,2.9168508,-0.32490635,0.9606077,0.29519933,1.2444123,1.0561600023713638,65.44031
0.02,-2.4340987,9.305089,2.4335005,-0.285968,0.9742107,0.28362966,1.2444123,1.0541868572709423,67.53826
0.021,-2.14696,8.694321,1.896312,-0.25109634,0.9402947,0.24631798,1.2444123,1.0039302816441051,69.49043
0.019,-2.3688943,8.352746,1.6522441,-0.23623265,0.895724,0.20333333,1.2444123,0.9484048673442823,70.81341
0.019,-2.777469,8.219346,1.7102699,-0.24790399,0.858819,0.17875032,1.2444123,0.9115800309290516,70.41094
0.019,-3.0346973,8.009974,1.9920249,-0.27807868,0.8355577,0.18200366,1.2444123,0.8992273079238782,68.30973
0.021,-3.3003006,7.719844,2.1744776,-0.30973768,0.81404495,0.19975467,1.2444123,0.8935930531681473,65.64108
0.018,-3.3044882,7.2873416,2.4891338,-0.32765135,0.7823656,0.22622867,1.2444123,0.8778557869277186,63.0274
0.019,-3.3182468,7.059425,2.6368906,-0.33728933,0.750056,0.24814801,1.2444123,0.8590259452054534,60.82646
0.021,-2.3001008,7.117451,2.7882366,-0.303292,0.72958034,0.26901,1.2444123,0.8346495681930817,60.940517
0.019,-1.4967105,7.2939215,2.9832516,-0.24184467,0.72980404,0.28580534,1.2444123,0.8202362307594327,62.841698
0.019,-1.2687942,7.3459654,3.1932218,-0.17218266,0.7395437,0.3047153,1.2444123,0.8181828258963845,64.67363
0.02,-0.9882358,7.4362946,3.3463624,-0.12759167,0.7503813,0.32368633,1.2444123,0.8271182243787348,65.12449
0.017,-0.72741807,7.584051,3.4606197,-0.10144299,0.76024294,0.33991233,1.2444123,0.8389281231680812,64.98643
0.023,-0.61914283,8.085946,3.795615,-0.079361,0.7853953,0.360388,1.2444123,0.8677692676032996,64.83327
0.017,-0.46959144,9.22493,3.7974095,-0.061731998,0.84619206,0.37571934,1.2444123,0.9279099453212353,65.77394
